name,date,public,country
September Equinox,2019-09-23,False,DM
Independence Day,2019-11-03,True,DM
Community Service Day,2019-11-04,True,DM
December Solstice,2019-12-22,False,DM
Christmas Eve,2019-12-24,False,DM
Christmas Day,2019-12-25,True,DM
Boxing Day,2019-12-26,True,DM
New Year's Eve,2019-12-31,False,DM
New Year's Day,2019-01-01,True,DO
Epiphany,2019-01-06,True,DO
Our Lady of Altagracia Day,2019-01-21,True,DO
Juan Pablo Durate Day,2019-01-25,True,DO
Independence Day,2019-02-27,True,DO
World Wildlife Day,2019-03-03,False,DO
March Equinox,2019-03-20,False,DO
Maundy Thursday,2019-04-18,False,DO
Good Friday,2019-04-19,True,DO
Easter,2019-04-21,True,DO
Labor Day,2019-05-01,True,DO
Mother's Day,2019-05-26,False,DO
Feast of Corpus Christi,2019-06-20,True,DO
June Solstice,2019-06-21,False,DO
International Asteroid Day,2019-06-30,False,DO
Nelson Mandela International Day,2019-07-18,False,DO
Father's Day,2019-07-28,False,DO
Restoration Day,2019-08-16,True,DO
September Equinox,2019-09-23,False,DO
Our Lady of Mercedes Day,2019-09-24,True,DO
Constitution Day,2019-11-06,True,DO
December Solstice,2019-12-22,False,DO
Christmas Eve,2019-12-24,False,DO
Christmas Day,2019-12-25,True,DO
New Year's Eve,2019-12-31,False,DO
New Year's Day,2019-01-01,True,EC
World Wildlife Day,2019-03-03,False,EC
Shrove Monday,2019-03-04,True,EC
Shrove Tuesday,2019-03-05,True,EC
March Equinox,2019-03-20,False,EC
Maundy Thursday,2019-04-18,False,EC
Good Friday,2019-04-19,True,EC
Holy Saturday,2019-04-20,False,EC
Easter,2019-04-21,False,EC
Labor Day,2019-05-01,True,EC
Mother's Day,2019-05-12,False,EC
The Battle of Pichincha,2019-05-24,True,EC
Father's Day,2019-06-16,False,EC
June Solstice,2019-06-21,False,EC
International Asteroid Day,2019-06-30,False,EC
Nelson Mandela International Day,2019-07-18,False,EC
Independence Day,2019-08-10,True,EC
September Equinox,2019-09-23,False,EC
Independence of Guayaquil,2019-10-09,True,EC
All Souls' Day,2019-11-02,True,EC
Independence of Cuenca,2019-11-03,True,EC
December Solstice,2019-12-22,False,EC
Christmas Eve,2019-12-24,False,EC
Christmas Day,2019-12-25,True,EC
New Year's Eve,2019-12-31,False,EC
New Year's Day,2019-01-01,True,EG
Orthodox Christmas Eve,2019-01-06,False,EG
Orthodox Christmas Day,2019-01-07,True,EG
National Police Day,2019-01-25,True,EG
Revolution Day 2011,2019-01-25,True,EG
World Wildlife Day,2019-03-03,False,EG
March Equinox,2019-03-20,False,EG
Sinai Liberation Day,2019-04-25,True,EG
Orthodox Easter,2019-04-28,False,EG
Spring Festival,2019-04-29,True,EG
Labor Day,2019-05-01,True,EG
Festival of Breaking the Fast,2019-06-04,True,EG
June Solstice,2019-06-21,False,EG
30 June Day,2019-06-30,True,EG
International Asteroid Day,2019-06-30,False,EG
Nelson Mandela International Day,2019-07-18,False,EG
Revolution Day,2019-07-23,True,EG
Feast of the Sacrifice,2019-08-11,True,EG
Islamic New Year's Day,2019-08-31,True,EG
September Equinox,2019-09-23,False,EG
Armed Forces Day,2019-10-06,True,EG
Birth of the Prophet,2019-11-09,True,EG
December Solstice,2019-12-22,False,EG
New Year's Eve,2019-12-31,False,EG
New Year's Day,2019-01-01,True,SV
World Wildlife Day,2019-03-03,False,SV
March Equinox,2019-03-20,False,SV
Palm Sunday,2019-04-14,True,SV
Holy Monday,2019-04-15,True,SV
Holy Tuesday,2019-04-16,True,SV
Holy Wednesday,2019-04-17,True,SV
Maundy Thursday,2019-04-18,True,SV
Good Friday,2019-04-19,True,SV
Holy Saturday,2019-04-20,True,SV
Easter,2019-04-21,True,SV
Labor Day,2019-05-01,True,SV
The Day of the Cross,2019-05-03,True,SV
Soliders' Day,2019-05-07,True,SV
Mother's Day,2019-05-10,True,SV
Father's Day,2019-06-17,True,SV
June Solstice,2019-06-21,False,SV
International Asteroid Day,2019-06-30,False,SV
Nelson Mandela International Day,2019-07-18,False,SV
August Festivals,2019-08-01,True,SV
Fifth Day of the August Festivals,2019-08-01,True,SV
Fourth Day of the August Festivals,2019-08-01,True,SV
Second Day of the August Festivals,2019-08-01,True,SV
Seventh Day of the August Festivals,2019-08-01,True,SV
Sixth Day of the August Festivals,2019-08-01,True,SV
Third Day of the August Festivals,2019-08-01,True,SV
Independence Day,2019-09-15,True,SV
September Equinox,2019-09-23,False,SV
Children's Day,2019-10-01,True,SV
Ethnic Pride Day,2019-10-12,True,SV
Day of the Dead,2019-11-02,True,SV
National Pupusa Festival,2019-11-07,True,SV
Second Day of the National Pupusa Festival,2019-11-08,True,SV
Third Day of the National Pupusa Festival,2019-11-09,True,SV
Fourth Day of the National Pupusa Festival,2019-11-10,True,SV
Fifth Day of the National Pupusa Festival,2019-11-11,True,SV
Sixth Day of the National Pupusa Festival,2019-11-12,True,SV
Seventh Day of the National Pupusa Festival,2019-11-13,True,SV
Day of the Queen of Peace,2019-11-21,True,SV
December Solstice,2019-12-22,False,SV
Christmas Eve,2019-12-24,True,SV
Christmas Day,2019-12-25,True,SV
New Year's Eve,2019-12-31,True,SV
New Year's Day,2019-01-01,True,GQ
World Wildlife Day,2019-03-03,False,GQ
March Equinox,2019-03-20,False,GQ
Maundy Thursday,2019-04-18,False,GQ
Good Friday,2019-04-19,True,GQ
Easter,2019-04-21,False,GQ
Labor Day,2019-05-01,True,GQ
Mother's Day,2019-05-12,False,GQ
Presidents' Day,2019-06-05,True,GQ
Feast of Corpus Christi,2019-06-20,True,GQ
June Solstice,2019-06-21,False,GQ
International Asteroid Day,2019-06-30,False,GQ
Nelson Mandela International Day,2019-07-18,False,GQ
Freedom Day,2019-08-03,True,GQ
Constitution Day,2019-08-15,True,GQ
September Equinox,2019-09-23,False,GQ
Independence Day,2019-10-12,True,GQ
Feast of the Immaculate Conception,2019-12-08,True,GQ
Human Rights Day,2019-12-10,False,GQ
December Solstice,2019-12-22,False,GQ
Christmas Eve,2019-12-24,False,GQ
Christmas Day,2019-12-25,True,GQ
New Year's Eve,2019-12-31,False,GQ
New Year's Day,2019-01-01,True,ER
Orthodox Christmas Eve,2019-01-05,False,ER
Orthodox Christmas Day,2019-01-06,True,ER
Orthodox Epiphany,2019-01-19,True,ER
Fenkil Day,2019-02-10,True,ER
World Wildlife Day,2019-03-03,False,ER
International Women's Day,2019-03-08,True,ER
March Equinox,2019-03-20,False,ER
Good Friday,2019-04-19,True,ER
Easter,2019-04-21,False,ER
International Workers' Day,2019-05-01,False,ER
Labor Day,2019-05-01,True,ER
Independence Day,2019-05-24,True,ER
Festival of Breaking the Fast,2019-06-04,True,ER
Martyrs' Day,2019-06-20,False,ER
June Solstice,2019-06-21,False,ER
International Asteroid Day,2019-06-30,False,ER
Nelson Mandela International Day,2019-07-18,False,ER
Feast of the Sacrifice,2019-08-11,True,ER
Islamic New Year's Day,2019-08-31,False,ER
September Equinox,2019-09-23,False,ER
Birth of the Prophet,2019-11-09,True,ER
December Solstice,2019-12-22,False,ER
Christmas Eve,2019-12-24,False,ER
Christmas Day,2019-12-25,True,ER
New Year's Eve,2019-12-31,False,ER
New Year's Day,2019-01-01,True,EE
Independence Day,2019-02-24,True,EE
World Wildlife Day,2019-03-03,False,EE
March Equinox,2019-03-20,False,EE
Good Friday,2019-04-19,True,EE
Easter,2019-04-21,True,EE
Spring Day,2019-05-01,True,EE
Mother's Day,2019-05-12,False,EE
Pentecost,2019-06-09,True,EE
June Solstice,2019-06-21,False,EE
Saint John's Day,2019-06-23,False,EE
Victory Day,2019-06-23,True,EE
Midsummer Day,2019-06-24,True,EE
International Asteroid Day,2019-06-30,False,EE
Nelson Mandela International Day,2019-07-18,False,EE
Restoration Independence Day,2019-08-20,True,EE
September Equinox,2019-09-23,False,EE
Father's Day,2019-11-10,False,EE
December Solstice,2019-12-22,False,EE
Christmas Eve,2019-12-24,True,EE
Christmas Day,2019-12-25,True,EE
Boxing Day,2019-12-26,True,EE
New Year's Eve,2019-12-31,False,EE
New Year's Day,2019-01-01,True,ET
Orthodox Christmas Eve,2019-01-05,False,ET
Orthodox Christmas Day,2019-01-06,True,ET
Orthodox Epiphany,2019-01-19,True,ET
Victory at Adwa Day,2019-03-02,True,ET
World Wildlife Day,2019-03-03,False,ET
March Equinox,2019-03-20,False,ET
Orthodox Good Friday,2019-04-26,True,ET
Orthodox Easter,2019-04-28,True,ET
International Workers' Day,2019-05-01,True,ET
Ethiopian Patriots Victory Day,2019-05-05,True,ET
First Day of Ramadan,2019-05-05,True,ET
Mother's Day,2019-05-12,False,ET
Derg Downfall Day,2019-05-28,True,ET
Festival of Breaking the Fast,2019-06-04,True,ET
Father's Day,2019-06-16,False,ET
June Solstice,2019-06-21,False,ET
International Asteroid Day,2019-06-30,False,ET
Nelson Mandela International Day,2019-07-18,False,ET
Feast of the Sacrifice,2019-08-11,True,ET
Islamic New Year's Day,2019-08-31,False,ET
Ethiopian New Year's Eve,2019-09-11,False,ET
Ethiopian New Year's Day,2019-09-12,True,ET
September Equinox,2019-09-23,False,ET
Finding of the True Cross,2019-09-28,True,ET
Birth of the Prophet,2019-11-09,True,ET
December Solstice,2019-12-22,False,ET
New Year's Eve,2019-12-31,False,ET
New Year's Day,2019-01-01,True,FK
Margaret Thatcher Day,2019-01-10,False,FK
March Equinox,2019-03-20,False,FK
Good Friday,2019-04-19,True,FK
Easter,2019-04-21,False,FK
Queen's Birthday,2019-04-21,True,FK
Liberation Day,2019-06-14,True,FK
June Solstice,2019-06-21,False,FK
Falklands Day,2019-08-14,False,FK
September Equinox,2019-09-23,False,FK
Peat Cutting Monday,2019-10-07,True,FK
Battle Day,2019-12-08,True,FK
December Solstice,2019-12-22,False,FK
Christmas Eve,2019-12-24,False,FK
Christmas Day,2019-12-25,True,FK
Boxing Day,2019-12-26,True,FK
Christmas Holiday,2019-12-27,True,FK
Government Holiday,2019-12-30,False,FK
New Year's Eve,2019-12-31,False,FK
New Year's Day,2019-01-01,True,FO
March Equinox,2019-03-20,False,FO
Maundy Thursday,2019-04-18,True,FO
Good Friday,2019-04-19,True,FO
Easter,2019-04-21,True,FO
National Flag Day,2019-04-25,True,FO
Mother's Day,2019-05-12,False,FO
Prayer Day,2019-05-17,True,FO
Feast of the Ascension of Jesus Christ,2019-05-30,True,FO
Constitution Day,2019-06-05,True,FO
Pentecost,2019-06-09,True,FO
Pentecost Monday,2019-06-10,True,FO
June Solstice,2019-06-21,False,FO
Saint Olav's Eve,2019-07-28,True,FO
Saint Olav's Day,2019-07-29,True,FO
September Equinox,2019-09-23,False,FO
December Solstice,2019-12-22,False,FO
Christmas Eve,2019-12-24,True,FO
Christmas Day,2019-12-25,True,FO
Day after Christmas,2019-12-26,True,FO
New Year's Eve,2019-12-31,True,FO
New Year's Day,2019-01-01,True,FJ
World Wildlife Day,2019-03-03,False,FJ
March Equinox,2019-03-20,False,FJ
Festival of Colors,2019-03-21,False,FJ
Birth of Lord Rama,2019-04-13,False,FJ
Palm Sunday,2019-04-14,False,FJ
Good Friday,2019-04-19,True,FJ
Easter,2019-04-21,True,FJ
Easter Monday,2019-04-22,True,FJ
National Youth Day,2019-05-04,True,FJ
Mother's Day,2019-05-12,False,FJ
Festival of Breaking the Fast,2019-06-04,True,FJ
Queen's Birthday,2019-06-11,True,FJ
June Solstice,2019-06-21,False,FJ
International Asteroid Day,2019-06-30,False,FJ
Nelson Mandela International Day,2019-07-18,False,FJ
Father's Day,2019-09-01,False,FJ
September Equinox,2019-09-23,False,FJ
Fiji Day,2019-10-10,True,FJ
Festival of Lights,2019-10-27,False,FJ
December Solstice,2019-12-22,False,FJ
Christmas Eve,2019-12-24,False,FJ
Christmas Day,2019-12-25,False,FJ
Boxing Day,2019-12-26,True,FJ
New Year's Eve,2019-12-31,False,FJ
New Year's Day,2019-01-01,True,FI
Epiphany,2019-01-06,True,FI
World Wildlife Day,2019-03-03,False,FI
March Equinox,2019-03-20,False,FI
Good Friday,2019-04-19,True,FI
Easter,2019-04-21,True,FI
Easter Monday,2019-04-22,True,FI
Labor Day,2019-05-01,True,FI
Mother's Day,2019-05-12,False,FI
Feast of the Ascension of Jesus Christ,2019-05-30,True,FI
June Solstice,2019-06-21,False,FI
Midsummer Eve,2019-06-21,False,FI
Midsummer Day,2019-06-22,True,FI
International Asteroid Day,2019-06-30,False,FI
Nelson Mandela International Day,2019-07-18,False,FI
September Equinox,2019-09-23,False,FI
All Saints' Day,2019-11-02,True,FI
Father's Day,2019-11-10,False,FI
Independence Day,2019-12-06,True,FI
December Solstice,2019-12-22,False,FI
Christmas Eve,2019-12-24,False,FI
Christmas Day,2019-12-25,True,FI
Saint Stephen's Day,2019-12-26,True,FI
New Year's Eve,2019-12-31,False,FI
New Year's Day,2019-01-01,True,FR
World Wildlife Day,2019-03-03,False,FR
March Equinox,2019-03-20,False,FR
Easter,2019-04-21,False,FR
Easter Monday,2019-04-22,True,FR
Labor Day,2019-05-01,True,FR
Victory in Europe Day,2019-05-08,True,FR
Mother's Day,2019-05-26,False,FR
Feast of the Ascension of Jesus Christ,2019-05-30,True,FR
Pentecost,2019-06-09,False,FR
Pentecost Monday,2019-06-10,True,FR
Father's Day,2019-06-16,False,FR
June Solstice,2019-06-21,False,FR
International Asteroid Day,2019-06-30,False,FR
Bastille Day,2019-07-14,True,FR
Nelson Mandela International Day,2019-07-18,False,FR
Assumption of Mary,2019-08-15,True,FR
September Equinox,2019-09-23,False,FR
All Saints' Day,2019-11-01,True,FR
Armistice Day,2019-11-11,True,FR
December Solstice,2019-12-22,False,FR
Christmas Eve,2019-12-24,False,FR
Christmas Day,2019-12-25,True,FR
New Year's Eve,2019-12-31,False,FR
New Year's Day,2019-01-01,True,GF
Shrove Monday,2019-03-04,False,GF
Shrove Tuesday,2019-03-05,False,GF
Ash Wednesday,2019-03-06,False,GF
March Equinox,2019-03-20,False,GF
Laetare Sunday,2019-03-31,False,GF
Good Friday,2019-04-19,False,GF
Easter,2019-04-21,False,GF
Easter Monday,2019-04-22,True,GF
Labor Day,2019-05-01,True,GF
Victory Day,2019-05-08,True,GF
Feast of the Ascension of Jesus Christ,2019-05-30,True,GF
Emancipation Day,2019-06-10,True,GF
Pentecost Monday,2019-06-10,True,GF
June Solstice,2019-06-21,False,GF
National Day,2019-07-14,True,GF
Assumption of Mary,2019-08-15,True,GF
September Equinox,2019-09-23,False,GF
Cayenne Festival,2019-10-15,False,GF
All Saints' Day,2019-11-01,True,GF
Armistice Day,2019-11-11,True,GF
December Solstice,2019-12-22,False,GF
Christmas Eve,2019-12-24,False,GF
Christmas Day,2019-12-25,True,GF
New Year's Eve,2019-12-31,False,GF
New Year's Day,2019-01-01,True,PF
Missionary Day,2019-03-05,True,PF
March Equinox,2019-03-20,False,PF
Good Friday,2019-04-19,True,PF
Easter,2019-04-21,False,PF
Easter Monday,2019-04-22,True,PF
International Workers' Day,2019-05-01,True,PF
Victory Day,2019-05-08,True,PF
Feast of the Ascension of Jesus Christ,2019-05-30,True,PF
Pentecost,2019-06-09,True,PF
Pentecost Monday,2019-06-10,True,PF
June Solstice,2019-06-21,False,PF
Autonomy Day,2019-06-29,True,PF
National Day,2019-07-14,True,PF
Assumption of Mary,2019-08-15,True,PF
September Equinox,2019-09-23,False,PF
All Saints' Day,2019-11-01,True,PF
Armistice Day,2019-11-11,True,PF
December Solstice,2019-12-22,False,PF
Christmas Eve,2019-12-24,False,PF
Christmas Day,2019-12-25,True,PF
New Year's Eve,2019-12-31,False,PF
New Year's Day,2019-01-01,True,TF
March Equinox,2019-03-20,False,TF
Easter Monday,2019-04-22,True,TF
Labor Day,2019-05-01,True,TF
Victory in Europe Day,2019-05-08,True,TF
Mother's Day,2019-05-26,False,TF
Feast of the Ascension of Jesus Christ,2019-05-30,True,TF
Pentecost,2019-06-09,False,TF
Pentecost Monday,2019-06-10,True,TF
Father's Day,2019-06-16,False,TF
June Solstice,2019-06-21,False,TF
Bastille Day,2019-07-14,True,TF
Assumption of Mary,2019-08-15,True,TF
September Equinox,2019-09-23,False,TF
All Saints' Day,2019-11-01,True,TF
Armistice Day,2019-11-11,True,TF
December Solstice,2019-12-22,False,TF
Christmas Eve,2019-12-24,False,TF
Christmas Day,2019-12-25,True,TF
New Year's Eve,2019-12-31,False,TF
New Year's Day,2019-01-01,True,GA
World Wildlife Day,2019-03-03,False,GA
March Equinox,2019-03-20,False,GA
Women's Day,2019-04-17,True,GA
Good Friday,2019-04-19,False,GA
Easter,2019-04-21,False,GA
Easter Monday,2019-04-22,True,GA
Labor Day,2019-05-01,True,GA
Mother's Day,2019-05-12,False,GA
Feast of the Ascension of Jesus Christ,2019-05-30,True,GA
Festival of Breaking the Fast,2019-06-04,True,GA
Pentecost,2019-06-09,False,GA
Pentecost Monday,2019-06-10,True,GA
June Solstice,2019-06-21,False,GA
International Asteroid Day,2019-06-30,False,GA
Nelson Mandela International Day,2019-07-18,False,GA
Feast of the Sacrifice,2019-08-11,True,GA
Assumption of Mary,2019-08-15,True,GA
Independence Day,2019-08-16,True,GA
Day after Independence Day,2019-08-17,True,GA
September Equinox,2019-09-23,False,GA
All Saints' Day,2019-11-01,False,GA
December Solstice,2019-12-22,False,GA
Christmas Eve,2019-12-24,False,GA
Christmas Day,2019-12-25,True,GA
New Year's Eve,2019-12-31,False,GA
New Year's Day,2019-01-01,True,GM
Independence Day,2019-02-18,True,GM
World Wildlife Day,2019-03-03,False,GM
March Equinox,2019-03-20,False,GM
Good Friday,2019-04-19,True,GM
Easter,2019-04-21,False,GM
Easter Monday,2019-04-22,True,GM
Labor Day,2019-05-01,True,GM
Mother's Day,2019-05-12,False,GM
Africa Day,2019-05-25,True,GM
Night of Decree,2019-05-31,True,GM
Festival of Breaking the Fast,2019-06-04,True,GM
June Solstice,2019-06-21,False,GM
International Asteroid Day,2019-06-30,False,GM
Nelson Mandela International Day,2019-07-18,False,GM
Revolution Day,2019-07-22,True,GM
Feast of the Sacrifice,2019-08-11,True,GM
Assumption of Mary,2019-08-15,True,GM
Ashura,2019-09-09,True,GM
September Equinox,2019-09-23,False,GM
Birth of the Prophet,2019-11-09,True,GM
December Solstice,2019-12-22,False,GM
Christmas Eve,2019-12-24,False,GM
Christmas Day,2019-12-25,True,GM
New Year's Eve,2019-12-31,False,GM
New Year's Day,2019-01-01,True,GE
Second Day of the New Year,2019-01-02,True,GE
Orthodox Christmas Eve,2019-01-06,False,GE
Orthodox Christmas Day,2019-01-07,True,GE
Orthodox Epiphany,2019-01-19,True,GE
Mother's Day,2019-03-03,True,GE
World Wildlife Day,2019-03-03,False,GE
International Women's Day,2019-03-08,True,GE
March Equinox,2019-03-20,False,GE
National Unity Day,2019-04-09,True,GE
Orthodox Good Friday,2019-04-26,True,GE
Orthodox Great Saturday,2019-04-27,True,GE
Orthodox Easter,2019-04-28,True,GE
Orthodox Easter Monday,2019-04-29,True,GE
Day of Victory over Fascism,2019-05-09,True,GE
Europe Day,2019-05-09,True,GE
Saint Andrew's Day,2019-05-12,True,GE
Independence Day,2019-05-26,True,GE
Father's Day,2019-06-16,False,GE
June Solstice,2019-06-21,False,GE
International Asteroid Day,2019-06-30,False,GE
Nelson Mandela International Day,2019-07-18,False,GE
Saint Mary's Day,2019-08-28,True,GE
September Equinox,2019-09-23,False,GE
Svetitskhoveli Cathedral Day,2019-10-14,False,GE
Saint George's Day,2019-11-23,True,GE
December Solstice,2019-12-22,False,GE
New Year's Eve,2019-12-31,False,GE
New Year's Day,2019-01-01,True,DE
World Wildlife Day,2019-03-03,False,DE
March Equinox,2019-03-20,False,DE
Good Friday,2019-04-19,True,DE
Easter Monday,2019-04-22,True,DE
Labor Day,2019-05-01,True,DE
Mother's Day,2019-05-12,False,DE
Father's Day,2019-05-30,False,DE
Feast of the Ascension of Jesus Christ,2019-05-30,True,DE
Pentecost Monday,2019-06-10,True,DE
June Solstice,2019-06-21,False,DE
International Asteroid Day,2019-06-30,False,DE
Nelson Mandela International Day,2019-07-18,False,DE
September Equinox,2019-09-23,False,DE
Germany Unity Day,2019-10-03,True,DE
December Solstice,2019-12-22,False,DE
Christmas Eve,2019-12-24,False,DE
First Day of Christmastide,2019-12-25,True,DE
Second Day of Christmastide,2019-12-26,True,DE
New Year's Eve,2019-12-31,False,DE
New Year's Day,2019-01-01,True,GH
Constitution Day,2019-01-07,True,GH
World Wildlife Day,2019-03-03,False,GH
Independence Day,2019-03-06,True,GH
March Equinox,2019-03-20,False,GH
Good Friday,2019-04-19,True,GH
Holy Saturday,2019-04-20,False,GH
Easter,2019-04-21,False,GH
Easter Monday,2019-04-22,True,GH
Labor Day,2019-05-01,True,GH
Mother's Day,2019-05-12,False,GH
Festival of Breaking the Fast,2019-06-04,True,GH
Father's Day,2019-06-16,False,GH
June Solstice,2019-06-21,False,GH
International Asteroid Day,2019-06-30,False,GH
Nelson Mandela International Day,2019-07-18,False,GH
Founder's Day,2019-08-05,True,GH
Feast of the Sacrifice,2019-08-11,True,GH
National Farmers' Day,2019-09-06,True,GH
Kwame Nkrumah Memorial Day,2019-09-21,True,GH
September Equinox,2019-09-23,False,GH
December Solstice,2019-12-22,False,GH
Christmas Eve,2019-12-24,False,GH
Christmas Day,2019-12-25,True,GH
Boxing Day,2019-12-26,True,GH
New Year's Eve,2019-12-31,False,GH
New Year's Day,2019-01-01,True,GI
Commonwealth Day,2019-03-11,True,GI
March Equinox,2019-03-20,False,GI
Good Friday,2019-04-19,True,GI
Easter,2019-04-21,False,GI
Easter Monday,2019-04-22,True,GI
Workers' Memorial Day,2019-04-28,True,GI
May Day Bank Holiday,2019-05-01,True,GI
Spring Bank Holiday,2019-05-27,True,GI
Queen's Birthday,2019-06-10,True,GI
June Solstice,2019-06-21,False,GI
Late Summer Bank Holiday,2019-08-26,True,GI
Gibraltar National Day,2019-09-10,True,GI
September Equinox,2019-09-23,False,GI
December Solstice,2019-12-22,False,GI
Christmas Eve,2019-12-24,False,GI
Christmas Day,2019-12-25,True,GI
Boxing Day,2019-12-26,True,GI
New Year's Eve,2019-12-31,False,GI
New Year's Day,2019-01-01,True,GR
Epiphany,2019-01-06,True,GR
The Three Holy Hierarchs,2019-01-30,False,GR
Valentine's Day,2019-02-14,False,GR
World Wildlife Day,2019-03-03,False,GR
Orthodox Clean Monday,2019-03-11,True,GR
March Equinox,2019-03-20,False,GR
Annunciation of the Lord,2019-03-25,True,GR
Independence Day,2019-03-25,True,GR
Orthodox Good Friday,2019-04-26,True,GR
Orthodox Easter,2019-04-28,True,GR
Orthodox Easter Monday,2019-04-29,True,GR
Labor Day,2019-05-01,True,GR
Mother's Day,2019-05-12,False,GR
Father's Day,2019-06-16,False,GR
Orthodox Pentecost,2019-06-16,False,GR
Orthodox Pentecost Monday,2019-06-17,False,GR
June Solstice,2019-06-21,False,GR
International Asteroid Day,2019-06-30,False,GR
Nelson Mandela International Day,2019-07-18,False,GR
The Restoration of Democracy,2019-07-24,False,GR
Dormition of the Holy Virgin,2019-08-15,True,GR
September Equinox,2019-09-23,False,GR
The Ochi Day,2019-10-28,True,GR
Polytechneio,2019-11-17,False,GR
Armed Forces Day,2019-11-21,False,GR
December Solstice,2019-12-22,False,GR
Christmas Eve,2019-12-24,False,GR
Christmas Day,2019-12-25,True,GR
Synaxis of the Mother of God,2019-12-26,True,GR
New Year's Eve,2019-12-31,False,GR
New Year's Day,2019-01-01,True,GL
Epiphany,2019-01-06,True,GL
March Equinox,2019-03-20,False,GL
Maundy Thursday,2019-04-18,True,GL
Good Friday,2019-04-19,True,GL
Easter,2019-04-21,False,GL
Easter Monday,2019-04-22,True,GL
Mother's Day,2019-05-12,False,GL
Store Bededag,2019-05-17,True,GL
Feast of the Ascension of Jesus Christ,2019-05-30,True,GL
Pentecost Monday,2019-06-10,True,GL
June Solstice,2019-06-21,False,GL
Ullortuneq,2019-06-21,True,GL
September Equinox,2019-09-23,False,GL
December Solstice,2019-12-22,False,GL
Christmas Eve,2019-12-24,True,GL
Christmas Day,2019-12-25,True,GL
Saint Stephen's Day,2019-12-26,True,GL
New Year's Eve,2019-12-31,True,GL
New Year's Day,2019-01-01,True,GD
Independence Day,2019-02-07,True,GD
World Wildlife Day,2019-03-03,False,GD
March Equinox,2019-03-20,False,GD
Good Friday,2019-04-19,True,GD
Easter,2019-04-21,False,GD
Easter Monday,2019-04-22,True,GD
Indian Arrival Day,2019-05-01,True,GD
Labor Day,2019-05-01,True,GD
Mother's Day,2019-05-12,False,GD
Pentecost Monday,2019-06-10,True,GD
Feast of Corpus Christi,2019-06-20,True,GD
June Solstice,2019-06-21,False,GD
International Asteroid Day,2019-06-30,False,GD
Nelson Mandela International Day,2019-07-18,False,GD
Emancipation Day,2019-08-05,True,GD
Carnival,2019-08-11,True,GD
September Equinox,2019-09-23,False,GD
Thanksgiving Day,2019-10-25,True,GD
December Solstice,2019-12-22,False,GD
Christmas Eve,2019-12-24,False,GD
Christmas Day,2019-12-25,True,GD
Boxing Day,2019-12-26,True,GD
New Year's Eve,2019-12-31,False,GD
New Year's Day,2019-01-01,True,GP
Shrove Monday,2019-03-04,False,GP
Shrove Tuesday,2019-03-05,False,GP
Ash Wednesday,2019-03-06,False,GP
March Equinox,2019-03-20,False,GP
Laetare Sunday,2019-03-31,False,GP
Good Friday,2019-04-19,False,GP
Easter,2019-04-21,False,GP
Easter Monday,2019-04-22,True,GP
International Workers' Day,2019-05-01,True,GP
Mother's Day,2019-05-12,False,GP
Victory Day,2019-05-18,True,GP
Abolition Day,2019-05-27,True,GP
Feast of the Ascension of Jesus Christ,2019-05-30,True,GP
Pentecost Monday,2019-06-10,True,GP
Father's Day,2019-06-16,False,GP
June Solstice,2019-06-21,False,GP
National Day,2019-07-14,True,GP
Assumption of Mary,2019-08-15,True,GP
September Equinox,2019-09-23,False,GP
All Saints' Day,2019-11-01,True,GP
Armistice Day,2019-11-11,True,GP
December Solstice,2019-12-22,False,GP
Christmas Eve,2019-12-24,False,GP
Christmas Day,2019-12-25,True,GP
New Year's Eve,2019-12-31,False,GP
New Year's Day,2019-01-01,True,GU
"Martin Luther King, Jr. Day",2019-01-21,True,GU
George Washington's Birthday,2019-02-18,True,GU
Chamorro Heritage Day,2019-03-07,True,GU
Guam History Day,2019-03-07,True,GU
March Equinox,2019-03-20,False,GU
Memorial Day,2019-05-27,True,GU
June Solstice,2019-06-21,False,GU
Independence Day,2019-07-04,True,GU
Liberation Day,2019-07-21,True,GU
Labor Day,2019-09-02,True,GU
September Equinox,2019-09-23,False,GU
Columbus Day,2019-10-14,True,GU
All Souls' Day,2019-11-02,True,GU
Veterans Day,2019-11-11,True,GU
Thanksgiving Day,2019-11-28,True,GU
Lady of Carmarin Day,2019-12-08,False,GU
December Solstice,2019-12-22,False,GU
Christmas Eve,2019-12-24,False,GU
Christmas Day,2019-12-25,True,GU
New Year's Eve,2019-12-31,True,GU
New Year's Day,2019-01-01,True,GT
World Wildlife Day,2019-03-03,False,GT
March Equinox,2019-03-20,False,GT
Maundy Thursday,2019-04-18,True,GT
Good Friday,2019-04-19,True,GT
Holy Saturday,2019-04-20,True,GT
Easter,2019-04-21,False,GT
Labor Day,2019-05-01,True,GT
Mother's Day,2019-05-10,False,GT
Father's Day,2019-06-17,False,GT
June Solstice,2019-06-21,False,GT
Armed Forces Day,2019-06-30,True,GT
International Asteroid Day,2019-06-30,False,GT
Nelson Mandela International Day,2019-07-18,False,GT
Assumption of Mary,2019-08-15,False,GT
Independence Day,2019-09-15,True,GT
September Equinox,2019-09-23,False,GT
Revolution Day,2019-10-20,True,GT
All Saints' Day,2019-11-01,True,GT
December Solstice,2019-12-22,False,GT
Christmas Eve,2019-12-24,False,GT
Christmas Day,2019-12-25,True,GT
New Year's Eve,2019-12-31,False,GT
